FIELD_MGT_NO,EQ_NM,EQ_NO,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
35D1DESC10024,3814074,1339095,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001579,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00018906,2009-01-01 21:59
35D1DESC10034,3814084,1339105,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001589,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00018996,2009-01-01 22:38
35D3DMSW20203,3814232,1339249,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001125,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00019034,2009-01-01 2:03
A2A01F0204L5AUW014,L5 AUW 014,1429632,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001301,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUW,IFAC00019247,2009-01-01 0:06
1A2A01F0204L3AUS007,흡연 L3 AUS 007,1429643,흡연실,승강설비,운송그룹-승강시설사업소-승강설비-0000836,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,여객 편의 및 상업 시설,도어 및 출입 시스템,자동문,흡연실,IFAC00019250,2009-01-01 22:14
13A4DESCM055,3803345,1186356,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002486,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00019353,2009-01-01 5:35
,3815444,,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001502,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00019373,2009-01-02 0:49
,L3 AUS-456,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000413,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00019657,2009-01-01 1:54
A2B10F0204L4AUS055,교통 L4 AUS 055,1429896,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000753,외곽지역,T2 전면시설,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00019742,2009-01-01 2:35
,L6 AUS-488,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000656,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00019788,2009-01-01 0:45
1A2A01F0204L5AUS003,흡연 L5 AUS 003,1429647,흡연실,승강설비,운송그룹-승강시설사업소-승강설비-0000840,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,여객 편의 및 상업 시설,도어 및 출입 시스템,자동문,흡연실,IFAC00019792,2009-01-02 1:03
13A5AAUS022IFB,3A5-A-AUS-022,1187602,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002226,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00019886,2009-01-01 7:35
13C4AAUT007IFB,L4AUT 007,1188570,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001849,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00020038,2009-01-01 3:23
,L3 AUS-822,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000699,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00020090,2009-01-01 1:37
13A5AAUS038IFB,3A5-A-AUS-038,1187649,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002241,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00020155,2009-01-01 7:26
35D1DESC10041,3814091,1339112,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001462,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00020319,2009-01-01 21:55
13A6DESCM039,3803329,1186306,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002470,탑승단지>제1터미널지역>본관구역,제1여객터미널,4층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00020546,2009-01-01 4:55
A2A01F0204L3AUS017,L3 AUS 017,1429526,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001425,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00020908,2009-01-01 2:01
13A3AAUS139IFB,흡L3-AUS-027,1284481,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002088,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00020912,2009-01-01 7:32
35D3DMSW10001,3814162,1339199,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001917,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00020953,2009-01-01 21:56
13A4DESCM034,3803324,1186291,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002509,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00020955,2009-01-01 5:25
1A2A01F0204L3AUS003,흡연 L3 AUS 003,1429639,흡연실,승강설비,운송그룹-승강시설사업소-승강설비-0001323,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,여객 편의 및 상업 시설,도어 및 출입 시스템,자동문,흡연실,IFAC00020961,2009-01-01 22:04
A2A01F0204L5AUS108,L5 AUS 108,1429933,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000365,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00020997,2009-01-01 0:04
13A6DESCM040,3803330,1186308,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002471,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00021033,2009-01-01 4:55
,L5 AUS-410,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000798,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00021052,2009-01-02 0:44
A2A01F0204L3AUS012,L3 AUS 012,1429521,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001420,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00021087,2009-01-01 1:19
13A3AAUS012IFB,3A3-A-AUS-012,1187213,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002246,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00021087,2009-01-01 1:21
A2A01F0204L5AUS100,L5 AUS 100,1429925,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000401,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00021133,2009-01-02 1:04
,L5 AUT-404,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001007,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00021137,2009-01-01 0:47
13C4AAUT027IFB,L4AUT 027,1188633,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002066,탑승단지>탑승동지역>탑승구역,탑승동,지상2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00021219,2009-01-01 0:03
45D1DESC20233,3815360,1465834,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001163,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00021296,2009-01-01 4:16
,L5 AUS-415,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000803,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00021310,2009-01-02 0:47
35D1DESC10106,3814156,1339177,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001524,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00021394,2009-01-01 0:29
45D1DESC20234,3815361,1465835,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001164,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00021436,2009-01-01 4:18
A2A01F0204L5AUS107,L5 AUS 107,1429932,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000364,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00021454,2009-01-02 1:07
A2A01F0204L3AUS005,L3 AUS 005,1429514,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001391,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00021511,2009-01-01 1:57
25D1MESCR0043,3803333,1186318,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002474,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00021515,2009-01-02 1:06
13A6AAUT016IFB,3A6-A-AUT-016,1188346,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002569,탑승단지>제1터미널지역>본관구역,제1여객터미널,4층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00021833,2009-01-01 1:02
13A4CELVL001,2035314,1186004,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0000057,외곽지역,공항청사서관,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2035314,2026-07-03 18:00
A2B10F0204L2AUT013,교통 L2 AUT 013,1429876,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000861,외곽지역,T2 전면시설,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00021879,2009-01-01 3:37
,L2 AUT-453,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001049,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00021906,2009-01-01 2:05
35D3DMSW20210,3813940,1339256,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0001132,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00021926,2009-01-01 2:24
13A3AAUS014IFB,3A3-A-AUS-014,1187223,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002248,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00021977,2009-01-01 6:44
A2A01F0204L5AUS089,L5 AUS 089,1429914,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000390,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022004,2009-01-02 0:53
13A5AAUS053IFB,3A5-A-AUS-053,1187691,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002216,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022053,2009-01-01 7:18
13A5AAUS049IFB,3A5-A-AUS-049,1187681,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002207,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022060,2009-01-01 7:21
A2A01F0204L5AUS087,L5 AUS 087,1429594,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000388,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022089,2009-01-02 0:50
,3815443,,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001501,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00022215,2009-01-02 0:48
A2A01F0204L5AUW013,L5 AUW 013,1429631,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001278,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUW,IFAC00022219,2009-01-01 0:03
13A3AAUT034IFB,3A3-A-AUT-034,1187957,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002646,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00022256,2009-01-01 4:03
,L3 AUT-448,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001044,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00022317,2009-01-01 3:47
A2B10F0204L4AUT024,교통 L4 AUT 024,1429830,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000741,외곽지역,T2 전면시설,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00022416,2009-01-01 2:45
A2A01F0204L3AUS008,L3 AUS 008,1429517,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001416,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022427,2009-01-01 1:58
13A3AAUS008IFB,3A3-A-AUS-008,1187198,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002265,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022427,2009-01-01 21:52
A2B10F0204L4AUT023,교통 L4 AUT 023,1429829,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000761,외곽지역,T2 전면시설,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00022476,2009-01-01 2:45
13A5AAUS036IFB,3A5-A-AUS-036,1187643,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002239,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022503,2009-01-01 7:30
A2B10F0204LMAUT002,교통 L2.5 AUT 002,1429865,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000722,외곽지역,T2 전면시설,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00022557,2009-01-01 2:54
13A6DESCE065,3803355,1186387,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002362,탑승단지>제1터미널지역>본관구역,제1여객터미널,4층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00022566,2009-01-02 2:33
A2A01F0204L5AUS129,L5 AUS 129,1429808,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000430,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022571,2009-01-01 0:53
13A5DESCM036,3803326,1186298,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002488,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00022577,2009-01-01 5:13
13A3AAUT031IFB,3A3-A-AUT-031,1187948,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002618,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00022643,2009-01-01 4:13
,L3 AUS-820,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000675,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00022650,2009-01-01 22:20
A2A01F0204L3AUS022,L3 AUS 022,1429531,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001430,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022661,2009-01-01 22:08
A2A01F0204L5AUS096,L5 AUS 096,1429921,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000397,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022714,2009-01-02 1:01
A2A01F0204L5AUW012,L5 AUW 012,1429630,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001277,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUW,IFAC00022812,2009-01-01 0:00
35D1DESC10029,3814079,1339100,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001584,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00022859,2009-01-02 0:33
13A5AAUS062IFB,3A5-A-AUS-062,1187714,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002454,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022896,2009-01-01 7:15
A2A01F0204L5AUS084,L5 AUS 084,1429591,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000385,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00022910,2009-01-02 0:51
,3815451,,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002445,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00022929,2009-01-01 0:08
,L5 AUS-888,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001011,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00023043,2009-01-01 1:30
35D1DESC20213,3814222,1339183,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001121,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00023106,2009-01-01 1:48
13A5AAUT038IFB,3A5-A-AUT-038,1188247,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002555,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00023282,2009-01-01 1:20
13A3AAUS042IFB,3A3-A-AUS-042,1187333,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002320,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00023541,2009-01-01 6:32
13A4DMSWE014,3803450,1186868,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000099,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00023782,2009-01-02 2:11
13G7DMSWB033,3803189,1184780,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000084,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00023785,2009-01-01 4:52
35D1DESC20223,3813933,1339193,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001153,외곽지역,T2 전면시설,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00023807,2009-01-01 4:12
A2A01F0204L5AUS091,L5 AUS 091,1429916,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000392,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00023890,2009-01-02 0:53
13A5AAUS003IFB,3A5-A-AUS-003,1187551,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002166,탑승단지>제1터미널지역>본관구역,제1여객터미널,3층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00023931,2009-01-01 7:48
A2A01F0204L3AUS020,L3 AUS 020,1429529,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001428,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00023941,2009-01-01 22:07
,3815442,,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001500,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00023989,2009-01-02 0:41
,L3 AUS-818,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000673,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00024129,2009-01-01 22:21
13G7DMSWL023,3803179,1184759,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000074,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00024202,2009-01-01 4:37
A2A01F0204L3AUS024,L3 AUS 024,1429533,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001432,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00024203,2009-01-01 1:45
35D1DESC10023,3814073,1339094,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001578,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00024249,2009-01-01 22:00
A2A01F0204L5AUS115,L5 AUS 115,1429940,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000372,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00024266,2009-01-01 0:06
,L5 AUS-860,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000691,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00024321,2009-01-01 0:09
13G7DMSWB040,3803196,1184793,자동보도,승강설비,운송그룹-승강시설사업소-승강설비-0000047,탑승단지>제1터미널지역>교통센터구역,제1교통센터,2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,자동보도,IFAC00024379,2009-01-01 1:52
35D1DESC10028,3814078,1339099,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001583,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00024555,2009-01-01 22:08
35D1DESC10033,3814083,1339104,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0001588,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00024557,2009-01-01 22:37
13A4AAUS017IFB,3A4-A-AUS-017,1187529,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002160,탑승단지>제1터미널지역>본관구역,제1여객터미널,2층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00024561,2009-01-01 7:03
13A3AAUS026IFB,3A3-A-AUS-026,1187270,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002260,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUS,IFAC00024624,2009-01-01 6:38
13A3AAUT029IFB,3A3-A-AUT-029,1187942,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0002616,탑승단지>제1터미널지역>본관구역,제1여객터미널,1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00024663,2009-01-01 4:11
,L5 AUS-414,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000802,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00024681,2009-01-02 0:47
,L3 AUS-813,,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0000646,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,여객자동문,IFAC00024792,2009-01-01 1:38
25D1MESCR0052,3803342,1186344,에스컬레이터,승강설비,운송그룹-승강시설사업소-승강설비-0002483,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하2층,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,에스컬레이터,IFAC00024873,2009-01-02 1:07
13A2AAUT006IFB,3A2-A-AUT-006,1187828,자동문,승강설비,운송그룹-승강시설사업소-승강설비-0001679,탑승단지>제1터미널지역>본관구역,제1여객터미널,지하1층,미분류,미분류,건축 및 토목 시설,도어 및 출입 시스템,자동문,AUT,IFAC00025038,2009-01-01 4:40
