FIELD_MGT_NO,EQ_NM,EQ_NO,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
35D2DELV10033,2177526,1339025,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002008,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177526,2026-07-03 18:00
35D2DELV10034,2177527,1339026,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002009,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177527,2026-07-03 18:00
35D2DELV10035,2177528,1339027,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002010,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177528,2026-07-03 18:00
35D2DELV10036,2177529,1339028,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002011,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177529,2026-07-03 18:00
35D2DELV10037,2177530,1339029,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002012,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177530,2026-07-03 18:00
35D2DELV10038,2177531,1339030,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002013,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177531,2026-07-03 18:00
35D2DELV10040,2177533,1339032,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002014,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177533,2026-07-03 18:00
35D2DELV10041,2177534,1339033,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002015,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177534,2026-07-03 18:00
35D2DELV10042,2177535,1339034,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002016,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177535,2026-07-03 18:00
35D2DELV10043,2177536,1339035,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002017,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177536,2026-07-03 18:00
35D2DELV10068,2177561,1339060,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002018,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2177561,2026-07-03 18:00
35D2DELV00069,2181800,1331104,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002019,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181800,2026-07-03 18:00
35D2DELV00070,2181801,1331105,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002020,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181801,2026-07-03 18:00
35D2DELV00093,2181824,1331128,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002021,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181824,2026-07-03 18:00
35D2DELV00094,2181825,1331129,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002022,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181825,2026-07-03 18:00
35D2DELV00095,2181826,1331130,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002023,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181826,2026-07-03 18:00
35D2DELV00096,2181827,1331131,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002024,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181827,2026-07-03 18:00
35D2DELV00097,2181828,1331132,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002025,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181828,2026-07-03 18:00
,2284701,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002026,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284701,2026-07-03 18:00
,2282048,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002027,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2282048,2026-07-03 18:00
,2284610,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002028,탑승단지>제2터미널지역>본관구역,제2여객터미널,,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284610,2026-07-03 18:00
,2284580,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002029,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284580,2026-07-03 18:00
,2284609,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002030,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284609,2026-07-03 18:00
,2269401,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002031,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2269401,2026-07-03 18:00
,2282191,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002032,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2282191,2026-07-03 18:00
,2284581,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002033,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284581,2026-07-03 18:00
,2282188,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002034,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2282188,2026-07-03 18:00
,2284506,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002035,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284506,2026-07-03 18:00
,2284507,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002036,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284507,2026-07-03 18:00
,2284677,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002037,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284677,2026-07-03 18:00
,2284608,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002038,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284608,2026-07-03 18:00
,2284702,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002039,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2284702,2026-07-03 18:00
,2282049,,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002040,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2282049,2026-07-03 18:00
35D2DELV00092,2181823,1331127,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002041,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181823,2026-07-03 18:00
35D2DELV00091,2181822,1331126,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002042,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181822,2026-07-03 18:00
35D2DELV00071,2181802,1331106,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002043,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181802,2026-07-03 18:00
35D2DELV00072,2181803,1331107,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002044,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181803,2026-07-03 18:00
35D2DELV00073,2181804,1331108,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002045,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181804,2026-07-03 18:00
35D2DELV00074,2181805,1331109,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002046,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181805,2026-07-03 18:00
35D2DELV00075,2181806,1331110,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002047,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181806,2026-07-03 18:00
35D2DELV00076,2181807,1331111,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002048,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181807,2026-07-03 18:00
35D2DELV00077,2181808,1331112,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002049,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181808,2026-07-03 18:00
35D2DELV00078,2181809,1331113,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002050,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181809,2026-07-03 18:00
35D2DELV00079,2181810,1331114,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002051,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181810,2026-07-03 18:00
35D2DELV00080,2181811,1331115,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002052,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181811,2026-07-03 18:00
35D2DELV00081,2181812,1331116,엘리베이터,승강설비,운송그룹-승강시설사업소-승강설비-0002053,탑승단지>제2터미널지역>본관구역,제2여객터미널,미분류,미분류,미분류,기계 설비,운송 및 공급 시스템,기계 설비 부품,엘리베이터,2181812,2026-07-03 18:00
