현장관리번호,EQ_NM_시설명칭,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID_임시시설번호,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,qrcode,qrcode 등록일시
,,,,,,,,,,,,,,,
3-3H1-M-INV-AHU19-T-R8,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005482,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00000491,2026-05-21 15:26
3-3H1-M-ECP-00001,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0002420,외곽지역,제2교통센터,지하2층,미분류,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,IFAC00001408,2026-05-21 16:13
3-3H1-M-ETS-002,팽창기수분리기(난방),팽창기수분리기(난방),기계,기계그룹-기계사업소-기계-0003631,외곽지역,제2교통센터,지하2층,02섹터,미분류,기계,냉난방/공조,열원기기 ? 보일러,난방설비,IFAC00002245,2026-05-21 15:45
3-3H1-E-MCC-1212EP,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0000770,외곽지역,제2교통센터,미분류,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,IFAC00002480,2026-05-21 16:37
3-3H1-M-PMP-015,배수펌프(PKG),배수펌프(PKG),기계,기계그룹-기계사업소-기계-0006260,외곽지역,제2교통센터,지하1층,15섹터,미분류,기계,급수/배수/위생,배수/오수펌프,오배수펌프,IFAC00002953,2026-05-21 16:31
3-3H1-M-PMP-057,배수펌프(영구),배수펌프(영구),기계,기계그룹-기계사업소-기계-0004679,외곽지역,제2교통센터,지하2층,15섹터,미분류,기계,급수/배수/위생,배수/오수펌프,영구배수펌프,IFAC00005252,2026-05-21 16:46
3-3H1-M-PPU-002-3,냉난방순환펌프(냉수_12HR_TC2),냉난방순환펌프(냉수_12HR_TC2),기계,기계그룹-기계사업소-기계-0002899,외곽지역,제2교통센터,지하2층,02섹터,미분류,기계,냉난방/공조,열원기기 ? 냉동기/칠러,냉수팩키지유닛,IFAC00006400,2026-05-21 16:08
3-3H1-M-PMP-23-023,배수펌프(PKG),배수펌프(PKG),기계,기계그룹-기계사업소-기계-0006261,외곽지역,제2교통센터,지하2층,15섹터,미분류,기계,급수/배수/위생,배수/오수펌프,오배수펌프,IFAC00007379,2026-05-21 16:24
3-3H1-M-INV-AHU18-T-R10,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005483,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00008234,2026-05-21 15:23
3-3H1-M-PPU-002-2,냉난방순환펌프(냉수_12HR_TC2),냉난방순환펌프(냉수_12HR_TC2),기계,기계그룹-기계사업소-기계-0002900,외곽지역,제2교통센터,지하2층,02섹터,미분류,기계,냉난방/공조,열원기기 ? 냉동기/칠러,냉수팩키지유닛,IFAC00008417,2026-05-21 16:06
3-3H1-M-CAM-008,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005172,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,IFAC00009835,2026-05-21 15:07
3-3H1-M-PMP-011,배수펌프(PKG),배수펌프(PKG),기계,기계그룹-기계사업소-기계-0006278,외곽지역,제2교통센터,지하1층,15섹터,미분류,기계,급수/배수/위생,배수/오수펌프,오배수펌프,IFAC00010888,2026-05-21 16:34
3-3H1-M-INV-AHU16-T-R9,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005485,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00010994,2026-05-21 15:23
3-3H1-M-INV-AHU22-T-R13,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005427,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00011970,2026-05-21 14:43
3-3H1-M-AHU-017,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000995,외곽지역,제2교통센터,지하2층,17섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,IFAC00012157,2026-05-21 14:15
3-3H1-M-FAN-E53,송풍기(화장실),송풍기(화장실),기계,기계그룹-기계사업소-기계-0006452,외곽지역,제2교통센터,지하2층,16섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,IFAC00012161,2026-05-21 13:54
3-3H1-M-INV-AHU20-T-R12,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005429,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00012963,2026-05-21 15:19
3-3H1-M-CAM-007,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005171,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,IFAC00013371,2026-05-21 15:08
3-3H1-M-PPU-001-3,냉난방순환펌프(냉수_12HR_TC2),냉난방순환펌프(냉수_12HR_TC2),기계,기계그룹-기계사업소-기계-0002903,외곽지역,제2교통센터,지하2층,01섹터,미분류,기계,냉난방/공조,열원기기 ? 냉동기/칠러,냉수팩키지유닛,IFAC00014664,2026-05-21 15:41
3-3H1-M-PMP-013,배수펌프(PKG),배수펌프(PKG),기계,기계그룹-기계사업소-기계-0006277,외곽지역,제2교통센터,지하1층,15섹터,미분류,기계,급수/배수/위생,배수/오수펌프,오배수펌프,IFAC00014949,2026-05-21 16:33
3-3H1-M-FAN-E57,송풍기(기타),송풍기(기타),기계,기계그룹-기계사업소-기계-0006448,외곽지역,제2교통센터,지하2층,22섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,IFAC00015944,2026-05-21 14:27
3-3H1-M-FAN-E55,송풍기(화장실),송풍기(화장실),기계,기계그룹-기계사업소-기계-0006450,외곽지역,제2교통센터,지하2층,22섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,IFAC00016261,2026-05-21 14:00
3-3H1-M-PPU-001-1,냉난방순환펌프(냉수_12HR_TC2),냉난방순환펌프(냉수_12HR_TC2),기계,기계그룹-기계사업소-기계-0002905,외곽지역,제2교통센터,지하2층,01섹터,미분류,기계,냉난방/공조,열원기기 ? 냉동기/칠러,냉수팩키지유닛,IFAC00017058,2026-05-21 15:36
3-3H1-M-INV-AHU13-T-R7,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005488,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00017361,2026-05-21 15:32
3-3H1-E-MCC-1213FB,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0000383,외곽지역,제2교통센터,미분류,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,IFAC00017978,2026-05-21 14:29
3-3H1-M-ddc10-T-R10,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0000934,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,IFAC00018026,2026-05-21 15:02
3-3H1-M-ddc9-T-R9,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0000914,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,IFAC00018693,2026-05-21 15:00
3-3H1-M-PPU-002-1,냉난방순환펌프(냉수_12HR_TC2),냉난방순환펌프(냉수_12HR_TC2),기계,기계그룹-기계사업소-기계-0002901,외곽지역,제2교통센터,지하2층,02섹터,미분류,기계,냉난방/공조,열원기기 ? 냉동기/칠러,냉수팩키지유닛,IFAC00019762,2026-05-21 16:05
3-3H1-M-INV-FANE56-T-R14,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005500,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00020052,2026-05-21 14:19
3-3H1-M-INV-AHU17-T-R11,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005484,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00020092,2026-05-21 15:22
3-3H1-M-FAN-E56,송풍기(기타),송풍기(기타),기계,기계그룹-기계사업소-기계-0006449,외곽지역,제2교통센터,지하2층,22섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,IFAC00020338,2026-05-21 14:26
3-3H1-M-FAN-E51,송풍기(화장실),송풍기(화장실),기계,기계그룹-기계사업소-기계-0006415,외곽지역,제2교통센터,지하2층,16섹터,미분류,기계,환기/배기,송풍기/팬,송풍기,IFAC00023013,2026-05-21 13:49
3-3H1-M-ddc11-T-R11,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0000935,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,IFAC00023318,2026-05-21 15:03
3-3H1-M-CAM-004,폐쇄회로TV,폐쇄회로TV,기계,기계그룹-기계사업소-기계-0005671,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,물리보안,CCTV/NVR/영상감시,CCTV,IFAC00023382,2026-05-21 15:08
3-3H1-M-ddc8-T-R8,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0000915,외곽지역,제2교통센터,지하2층,미분류,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,IFAC00025228,2026-05-21 14:58
3-3H1-M-PPU-001-2,냉난방순환펌프(냉수_12HR_TC2),냉난방순환펌프(냉수_12HR_TC2),기계,기계그룹-기계사업소-기계-0002904,외곽지역,제2교통센터,지하2층,01섹터,미분류,기계,냉난방/공조,열원기기 ? 냉동기/칠러,냉수팩키지유닛,IFAC00025298,2026-05-21 15:39
3-3H1-E-MCC-1213FC,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0000382,외곽지역,제2교통센터,미분류,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,IFAC00025786,2026-05-21 14:32
3-3H1-M-HVU-022,환기조화기,환기조화기,기계,기계그룹-기계사업소-기계-0007105,외곽지역,제2교통센터,지하2층,22섹터,미분류,기계,냉난방/공조,공조기 AHU,급기조화기,IFAC00025859,2026-05-21 14:38
3-3H1-M-PPU-001-4,냉난방순환펌프(냉수_12HR_TC2),냉난방순환펌프(냉수_12HR_TC2),기계,기계그룹-기계사업소-기계-0002902,외곽지역,제2교통센터,지하2층,01섹터,미분류,기계,냉난방/공조,열원기기 ? 냉동기/칠러,냉수팩키지유닛,IFAC00027958,2026-05-21 15:43
3-3H1-E-MCC-1213D,전동기제어 패널(MCC),전동기제어 패널(MCC),기계,기계그룹-기계사업소-기계-0000395,외곽지역,제2교통센터,미분류,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,전동기제어반,IFAC00028721,2026-05-21 14:34
3-3H1-M-AHU-020,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000992,외곽지역,제2교통센터,지하2층,20섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,IFAC00028725,2026-05-21 14:05
3-3H1-M-ECP-00002,열량계_유량계패널,열량계_유량계패널,기계,기계그룹-기계사업소-기계-0002419,외곽지역,제2교통센터,지하2층,미분류,미분류,기계,공구/계측/소모품,정밀 계측기기,초음파유량계,IFAC00029069,2026-05-21 16:17
3-3H1-M-AHU-018,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0000994,외곽지역,제2교통센터,지하2층,18섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,IFAC00029394,2026-05-21 14:50
3-3H1-M-INV-FANE57-T-R15,인버터 패널,인버터 패널,기계,기계그룹-기계사업소-기계-0005301,외곽지역,제2교통센터,지하2층,미분류,미분류,전기,수변전/배전,배전반/분전반/MCC,인버터판넬,IFAC00029548,2026-05-21 14:20
파리바게트, 안녕샌드,상업시설B등급,상업시설B등급,기계,기계그룹-기계사업소-기계-0006786,탑승단지>제1터미널지역>본관구역,제1여객터미널,지상3층,42섹터,미분류,기계,급수/배수/위생,위생기구/세면기/변기,,
상업시설(A등급)2-01-01,2,3,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0004320,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,01섹터,미분류,기계,가스설비,,
상업시설(B등급)2-02-02,3,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0004342,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,02섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,,
상업시설(A등급)4-42-04,7,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0004344,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,42섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,,
3C3-M-LPS-002,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007029,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-STA-314003,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007031,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-NMS-001,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007032,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-LPS-004,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007033,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-LPS-003,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007035,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-BPS-001,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007039,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-LPS-001,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007040,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-BPS-002,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007041,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-BPS-004,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007042,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
3C3-M-BPS-003,서버, 클라이언트,서버, 클라이언트,기계,기계그룹-기계사업소-기계-0007043,탑승단지>탑승동지역>탑승구역,탑승동,지상1층,14섹터,미분류,정보통신,네트워크/통신,,
2F-1602(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003856,외곽지역,제2교통센터,지상2층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-1514,10,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003891,외곽지역,제2교통센터,지하2층,14섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1.5-0126,27,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003892,외곽지역,제2교통센터,지하2층,01섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
12F-01,2,화장실(관제탑),화장실(관제탑),기계,기계그룹-기계사업소-기계-0003893,외곽지역,제2계류장관제탑,지상12층,30섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-01,02(여),화장실(관제탑),화장실(관제탑),기계,기계그룹-기계사업소-기계-0003896,외곽지역,제2계류장관제탑,지상2층,30섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-01,2,화장실(관제탑),화장실(관제탑),기계,기계그룹-기계사업소-기계-0003897,외곽지역,제2계류장관제탑,지상1층,30섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-5103,2,화장실,화장실,기계,기계그룹-기계사업소-기계-0003900,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-4103,2,화장실,화장실,기계,기계그룹-기계사업소-기계-0003901,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-1603(남,여) ,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003911,외곽지역,제2교통센터,지상1층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
1F-1502(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003912,외곽지역,제2교통센터,지상1층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B0.5-1703,4,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003915,외곽지역,제2교통센터,지하2층,17섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B0.5-1405,4,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003916,외곽지역,제2교통센터,지하2층,14섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-2323(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003917,외곽지역,제2교통센터,지하2층,23섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-2314(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003918,외곽지역,제2교통센터,지하2층,14섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-2209,8,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003919,외곽지역,제2교통센터,지하1층,09섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-2103,4,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003920,외곽지역,제2교통센터,지하2층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-2009(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003921,외곽지역,제2교통센터,지하2층,09섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-2018,19,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003922,외곽지역,제2교통센터,지하2층,18섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-1610,6,화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003923,외곽지역,제2교통센터,지하2층,10섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3443,44,화장실,화장실,기계,기계그룹-기계사업소-기계-0003938,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,43섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-1502(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003985,외곽지역,제2교통센터,지상4층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-1502(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003986,외곽지역,제2교통센터,지상3층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-1502(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003987,외곽지역,제2교통센터,지상2층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-1602(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003988,외곽지역,제2교통센터,지상4층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-1602(남,여),화장실(TC2),화장실(TC2),기계,기계그룹-기계사업소-기계-0003989,외곽지역,제2교통센터,지상3층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-8641,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0004004,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-8441,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0004006,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
B1-0913,12,화장실,화장실,기계,기계그룹-기계사업소-기계-0004011,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,13섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3408,9,화장실,화장실,기계,기계그룹-기계사업소-기계-0004106,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,08섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3402,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0004107,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,02섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3139,38,화장실,화장실,기계,기계그룹-기계사업소-기계-0004108,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,39섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3130,29,화장실,화장실,기계,기계그룹-기계사업소-기계-0004109,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,30섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3119,20,화장실,화장실,기계,기계그룹-기계사업소-기계-0004110,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,19섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3114,15,화장실,화장실,기계,기계그룹-기계사업소-기계-0004111,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,14섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2942,41,화장실,화장실,기계,기계그룹-기계사업소-기계-0004112,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,42섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2935,36,화장실,화장실,기계,기계그룹-기계사업소-기계-0004113,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,35섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2925,26,화장실,화장실,기계,기계그룹-기계사업소-기계-0004114,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,25섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2916,17,화장실,화장실,기계,기계그룹-기계사업소-기계-0004115,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,16섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2622,23,화장실,화장실,기계,기계그룹-기계사업소-기계-0004117,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,22섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2618,17,화장실,화장실,기계,기계그룹-기계사업소-기계-0004118,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,18섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-2405,4,화장실,화장실,기계,기계그룹-기계사업소-기계-0004119,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,05섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-5606,7,화장실,화장실,기계,기계그룹-기계사업소-기계-0004121,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,06섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
2F-5503,2,화장실,화장실,기계,기계그룹-기계사업소-기계-0004122,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,03섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-3905,4,화장실,화장실,기계,기계그룹-기계사업소-기계-0004127,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,05섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-3312,13,화장실,화장실,기계,기계그룹-기계사업소-기계-0004131,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,12섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-3125,26,화장실,화장실,기계,기계그룹-기계사업소-기계-0004132,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,25섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-3120,21,화장실,화장실,기계,기계그룹-기계사업소-기계-0004133,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,20섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-3041,42,화장실,화장실,기계,기계그룹-기계사업소-기계-0004134,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,41섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-2926,27,화장실,화장실,기계,기계그룹-기계사업소-기계-0004135,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,26섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-2920,21,화장실,화장실,기계,기계그룹-기계사업소-기계-0004136,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,20섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-2712,11,화장실,화장실,기계,기계그룹-기계사업소-기계-0004137,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,12섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
4F-2605,6,화장실,화장실,기계,기계그룹-기계사업소-기계-0004138,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상4층,05섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-5507,8,화장실,화장실,기계,기계그룹-기계사업소-기계-0004139,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,07섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-5410,9,화장실,화장실,기계,기계그룹-기계사업소-기계-0004140,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,10섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-5312,11,화장실,화장실,기계,기계그룹-기계사업소-기계-0004141,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,12섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-5204,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0004142,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,04섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-4511,12,화장실,화장실,기계,기계그룹-기계사업소-기계-0004143,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,11섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-4405,4,화장실,화장실,기계,기계그룹-기계사업소-기계-0004144,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,05섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-4315,14,화장실,화장실,기계,기계그룹-기계사업소-기계-0004145,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,15섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
3F-4204,3,화장실,화장실,기계,기계그룹-기계사업소-기계-0004146,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,04섹터,화장실,여객 편의 및 상업 시설,상업시설관리,화장실,,
