현장관리번호,시설번호,시설명칭,기능위치명,기능시설명,구분,F1(대),F2(중),F3(소),F4(세),L2(단지),L3(건물),L4(층),L5(섹터),L6(룸),L7(상세),자산번호,자산명,설비범주명,시설유형,관리부서명,작업장,시설그룹명(공종),코스트센터명,과업,사업소,그룹,식별구분,식별번호,기능위치일련번호,TOBE_위치코드,상위현장관리번호,CFMS기등록여부,사용여부,소스구분,담당자,음영여부
12-156,8002238.0,여객터미널 구동부 휠모터 - 156,여객터미널-운송-탑승교설비-GATE 50-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,12-156,A1A01-F-024401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-024401,13A0MPBB501,Y,사용,CFMS,이철,
12-157,8002239.0,여객터미널 구동부 휠모터 - 157,여객터미널-운송-탑승교설비-GATE 50-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,12-157,A1A01-F-024402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-024402,13A0MPBB502,Y,사용,CFMS,이철,
12-158,8002240.0,여객터미널 구동부 휠모터 - 158,여객터미널-운송-탑승교설비-GATE 50-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,12-158,A1A01-F-024402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-024402,13A0MPBB502,Y,사용,CFMS,이철,
13-001,8002346.0,여객터미널 오토레벨러 모터 - 1,여객터미널-운송-탑승교설비-GATE 1-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-001,A1A01-F-020101,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020101,13A0MPBB010,Y,사용,CFMS,이철,
13-002,8002347.0,여객터미널 오토레벨러 모터 - 2,여객터미널-운송-탑승교설비-GATE 2-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-002,A1A01-F-020201,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020201,13A0MPBB020,Y,사용,CFMS,이철,
13-003,8002348.0,여객터미널 오토레벨러 모터 - 3,여객터미널-운송-탑승교설비-GATE 3-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-003,A1A01-F-020301,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020301,13A0MPBB030,Y,사용,CFMS,이철,
13-004,8002349.0,여객터미널 오토레벨러 모터 - 4,여객터미널-운송-탑승교설비-GATE 6-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000568.0,1단계 이동식탑승교 중앙감시시스템,순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-004,A1A01-F-020401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020401,13A0MPBB061,Y,사용,CFMS,이철,
13-005,8002350.0,여객터미널 오토레벨러 모터 - 5,여객터미널-운송-탑승교설비-GATE 6-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-005,A1A01-F-020402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-020402,13A0MPBB062,Y,사용,CFMS,이철,
13-006,8002351.0,여객터미널 오토레벨러 모터 - 6,여객터미널-운송-탑승교설비-GATE 7-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-006,A1A01-F-020501,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020501,13A0MPBB071,Y,사용,CFMS,이철,
13-007,8002352.0,여객터미널 오토레벨러 모터 - 7,여객터미널-운송-탑승교설비-GATE 7-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-007,A1A01-F-020502,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-020502,13A0MPBB072,Y,사용,CFMS,이철,
13-008,8002353.0,여객터미널 오토레벨러 모터 - 8,여객터미널-운송-탑승교설비-GATE 8-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-008,A1A01-F-020601,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020601,13A0MPBB081,Y,사용,CFMS,이철,
13-009,8002354.0,여객터미널 오토레벨러 모터 - 9,여객터미널-운송-탑승교설비-GATE 8-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-009,A1A01-F-020602,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-020602,13A0MPBB082,Y,사용,CFMS,이철,
13-010,8002355.0,여객터미널 오토레벨러 모터 - 10,여객터미널-운송-탑승교설비-GATE 9-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-010,A1A01-F-020701,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020701,13A0MPBB091,Y,사용,CFMS,이철,
13-011,8002356.0,여객터미널 오토레벨러 모터 - 11,여객터미널-운송-탑승교설비-GATE 9-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-011,A1A01-F-020702,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-020702,13A0MPBB092,Y,사용,CFMS,이철,
13-012,8002357.0,여객터미널 오토레벨러 모터 - 12,여객터미널-운송-탑승교설비-GATE 10-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-012,A1A01-F-020801,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020801,13A0MPBB101,Y,사용,CFMS,이철,
13-013,8002358.0,여객터미널 오토레벨러 모터 - 13,여객터미널-운송-탑승교설비-GATE 10-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-013,A1A01-F-020802,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-020802,13A0MPBB102,Y,사용,CFMS,이철,
13-014,8002359.0,여객터미널 오토레벨러 모터 - 14,여객터미널-운송-탑승교설비-GATE 11-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-014,A1A01-F-020901,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-020901,13A0MPBB111,Y,사용,CFMS,이철,
13-015,8002360.0,여객터미널 오토레벨러 모터 - 15,여객터미널-운송-탑승교설비-GATE 11-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-015,A1A01-F-020902,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-020902,13A0MPBB112,Y,사용,CFMS,이철,
13-016,8002361.0,여객터미널 오토레벨러 모터 - 16,여객터미널-운송-탑승교설비-GATE 12-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-016,A1A01-F-021001,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021001,13A0MPBB121,Y,사용,CFMS,이철,
13-017,8002362.0,여객터미널 오토레벨러 모터 - 17,여객터미널-운송-탑승교설비-GATE 12-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-017,A1A01-F-021002,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021002,13A0MPBB122,Y,사용,CFMS,이철,
13-018,8002363.0,여객터미널 오토레벨러 모터 - 18,여객터미널-운송-탑승교설비-GATE 14-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-018,A1A01-F-021101,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021101,13A0MPBB141,Y,사용,CFMS,이철,
13-019,8002364.0,여객터미널 오토레벨러 모터 - 19,여객터미널-운송-탑승교설비-GATE 14-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-019,A1A01-F-021102,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021102,13A0MPBB142,Y,사용,CFMS,이철,
13-020,8002365.0,여객터미널 오토레벨러 모터 - 20,여객터미널-운송-탑승교설비-GATE 15-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-020,A1A01-F-021201,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021201,13A0MPBB151,Y,사용,CFMS,이철,
13-021,8002366.0,여객터미널 오토레벨러 모터 - 21,여객터미널-운송-탑승교설비-GATE 15-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-021,A1A01-F-021202,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021202,13A0MPBB152,Y,사용,CFMS,이철,
13-022,8002367.0,여객터미널 오토레벨러 모터 - 22,여객터미널-운송-탑승교설비-GATE 16-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-022,A1A01-F-021301,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021301,13A0MPBB160,Y,사용,CFMS,이철,
13-023,8002368.0,여객터미널 오토레벨러 모터 - 23,여객터미널-운송-탑승교설비-GATE 17-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-023,A1A01-F-021401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021401,13A0MPBB171,Y,사용,CFMS,이철,
13-024,8002369.0,여객터미널 오토레벨러 모터 - 24,여객터미널-운송-탑승교설비-GATE 17-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-024,A1A01-F-021402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021402,13A0MPBB172,Y,사용,CFMS,이철,
13-025,8002370.0,여객터미널 오토레벨러 모터 - 25,여객터미널-운송-탑승교설비-GATE 18-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-025,A1A01-F-021501,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021501,13A0MPBB180,Y,사용,CFMS,이철,
13-026,8002371.0,여객터미널 오토레벨러 모터 - 26,여객터미널-운송-탑승교설비-GATE 19-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-026,A1A01-F-021601,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021601,13A0MPBB191,Y,사용,CFMS,이철,
13-027,8002372.0,여객터미널 오토레벨러 모터 - 27,여객터미널-운송-탑승교설비-GATE 19-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-027,A1A01-F-021602,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021602,13A0MPBB192,Y,사용,CFMS,이철,
13-028,8002373.0,여객터미널 오토레벨러 모터 - 28,여객터미널-운송-탑승교설비-GATE 20-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-028,A1A01-F-021701,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021701,13A0MPBB200,Y,사용,CFMS,이철,
13-029,8002374.0,여객터미널 오토레벨러 모터 - 29,여객터미널-운송-탑승교설비-GATE 21-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-029,A1A01-F-021801,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021801,13A0MPBB211,Y,사용,CFMS,이철,
13-030,8002375.0,여객터미널 오토레벨러 모터 - 30,여객터미널-운송-탑승교설비-GATE 21-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-030,A1A01-F-021802,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021802,13A0MPBB212,Y,사용,CFMS,이철,
13-031,8002376.0,여객터미널 오토레벨러 모터 - 31,여객터미널-운송-탑승교설비-GATE 22-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-031,A1A01-F-021901,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021901,13A0MPBB221,Y,사용,CFMS,이철,
13-032,8002377.0,여객터미널 오토레벨러 모터 - 32,여객터미널-운송-탑승교설비-GATE 22-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-032,A1A01-F-021902,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021902,13A0MPBB222,Y,사용,CFMS,이철,
13-033,8002378.0,여객터미널 오토레벨러 모터 - 33,여객터미널-운송-탑승교설비-GATE 23-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-033,A1A01-F-022001,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022001,13A0MPBB231,Y,사용,CFMS,이철,
13-034,8002379.0,여객터미널 오토레벨러 모터 - 34,여객터미널-운송-탑승교설비-GATE 23-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-034,A1A01-F-022002,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022002,13A0MPBB232,Y,사용,CFMS,이철,
13-035,8002380.0,여객터미널 오토레벨러 모터 - 35,여객터미널-운송-탑승교설비-GATE 24-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-035,A1A01-F-022101,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022101,13A0MPBB241,Y,사용,CFMS,이철,
13-036,8002381.0,여객터미널 오토레벨러 모터 - 36,여객터미널-운송-탑승교설비-GATE 24-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-036,A1A01-F-022102,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022102,13A0MPBB242,Y,사용,CFMS,이철,
13-037,8002382.0,여객터미널 오토레벨러 모터 - 37,여객터미널-운송-탑승교설비-GATE 26-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-037,A1A01-F-022201,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022201,13A0MPBB261,Y,사용,CFMS,이철,
13-038,8002383.0,여객터미널 오토레벨러 모터 - 38,여객터미널-운송-탑승교설비-GATE 26-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-038,A1A01-F-022202,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022202,13A0MPBB262,Y,사용,CFMS,이철,
13-039,8002384.0,여객터미널 오토레벨러 모터 - 39,여객터미널-운송-탑승교설비-GATE 27-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-039,A1A01-F-022301,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022301,13A0MPBB271,Y,사용,CFMS,이철,
13-040,8002385.0,여객터미널 오토레벨러 모터 - 40,여객터미널-운송-탑승교설비-GATE 27-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-040,A1A01-F-022302,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022302,13A0MPBB272,Y,사용,CFMS,이철,
13-041,8002386.0,여객터미널 오토레벨러 모터 - 41,여객터미널-운송-탑승교설비-GATE 28-PBB1,PBB1,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-041,A1A01-F-022401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-022401,13A0MPBB281,Y,사용,CFMS,이철,
13-042,8002387.0,여객터미널 오토레벨러 모터 - 42,여객터미널-운송-탑승교설비-GATE 28-PBB2,PBB2,삭제,수송/반송,특수수송설비,탑승교/PBB,탑승교시설,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),순환설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13-042,A1A01-F-022402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-022402,13A0MPBB282,Y,사용,CFMS,이철,
