현장관리번호,시설번호,시설명칭,기능위치명,기능시설명,구분,F1(대),F2(중),F3(소),F4(세),L2(단지),L3(건물),L4(층),L5(섹터),L6(룸),L7(상세),자산번호,자산명,설비범주명,시설유형,관리부서명,작업장,시설그룹명(공종),코스트센터명,과업,사업소,그룹,식별구분,식별번호,기능위치일련번호,TOBE_위치코드,상위현장관리번호,CFMS기등록여부,사용여부,소스구분,담당자,음영여부
,7000966.0,"내,외측 마이크로미터",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000967.0,"내,외측 마이크로미터",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000968.0,토크렌치,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000954.0,호스릴표준형(JB680-7/8 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000969.0,토크렌치,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000971.0,토크렌치,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000927.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000928.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000936.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000896.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000897.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000902.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000903.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000940.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000941.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000944.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000905.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000912.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000917.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000688.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000689.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000695.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000696.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000697.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000700.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000707.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000762.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000765.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000693.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000960.0,호스릴표준형(JB680-7/8 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000962.0,"내,외측 버니어캘리퍼스",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000702.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000705.0,이동탑승교 도어 자동잠금장치(쏘메),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000868.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000870.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000873.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000875.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000883.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000846.0,터치스크린(XP70-TTA),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000847.0,터치스크린(XP70-TTA),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000850.0,터치스크린(XP70-TTA),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000861.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000886.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000888.0,호스릴LONG형(JB680-7/8-100 + JB680-21),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000871.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000874.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000876.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000877.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000878.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000879.0,"터치스크린(XP70-TTA,LS산전)",,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000974.0,DIGITAL MULTIMETER,,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
,7000845.0,터치스크린(XP70-TTA),,,삭제,미분류,미분류,미분류,미분류,,,,,,,,,장비/공기구,운송,승강시설팀,탑승교유지보수용역,운송,승강시설팀,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,,,,,Y,사용,CFMS,이철,
